timestamp_ms,speed_mm_per_s,smoothed_speed_mm_per_s
1630002085238,1411.04,1463.84
1630002085255,1523.93,1463.84
1630002085271,1485.16,1494.76
1630002085288,1453.28,1469.22
1630002085305,1525.14,1494.76
1630002085321,1628.45,1494.76
1630002085338,1344.03,1494.76
1630002085355,1528.57,1498.42
1630002085371,1498.64,1505.16
1630002085388,1643.07,1511.28
1630002085405,1392.68,1511.28
1630002085421,1535.12,1511.89
1630002085438,1442.76,1511.89
1630002085455,1483.07,1511.89
1630002085471,1553.89,1513.61
1630002085488,1418.15,1490.85
1630002085505,1462.04,1490.85
1630002085521,1595.94,1490.85
1630002085538,1432.68,1472.56
1630002085555,1561.67,1472.56
1630002085571,1485.25,1484.16
1630002085588,1521.27,1484.16
1630002085605,1418.06,1484.16
1630002085621,1579.17,1503.26
1630002085638,1429.01,1473.65
1630002085655,1513.79,1499.52
1630002085671,1487.73,1500.76
1630002085688,1520.48,1500.76
1630002085705,1458.43,1500.76
1630002085721,1617.10,1500.76
1630002085738,1436.05,1500.76
1630002085755,1394.86,1473.08
1630002085771,1484.20,1485.96
1630002085788,1535.37,1485.96
1630002085805,1475.94,1485.96
1630002085821,1495.23,1485.96
1630002085838,1400.34,1480.07
1630002085855,1547.64,1480.07
1630002085871,1541.96,1489.72
1630002085888,1417.50,1480.07
1630002085904,1580.38,1489.72
1630002085921,1489.45,1492.34
1630002085938,1460.49,1492.34
1630002085955,1481.80,1485.62
1630002085971,1505.05,1492.34
1630002085988,1430.15,1485.62
1630002086005,1430.75,1485.62
1630002086021,1604.20,1485.62
1630002086038,1501.01,1485.62
1630002086055,1432.62,1485.62
1630002086071,1557.23,1485.62
1630002086088,1491.20,1486.50
1630002086104,1679.72,1496.10
1630002086121,1376.69,1496.10
1630002086138,1426.75,1461.91
1630002086155,1490.49,1490.84
1630002086171,1580.45,1496.10
1630002086188,1517.85,1496.10
1630002086205,1473.29,1490.84
1630002086221,1522.31,1504.53
1630002086238,1378.48,1490.84
1630002086255,1526.29,1504.17
1630002086271,1645.89,1504.17
1630002086288,1356.51,1504.17
1630002086305,1487.36,1504.17
1630002086321,1590.74,1520.08
